Brand Name,Generic Name (Salt),Strength,Dosage Form,Company Name,MRP (INR),Pack Size,Uses,Category
Telmisartan SR 173,Telmisartan,50 mg,Tablet,Alembic Pharmaceuticals Ltd,18.5,Strip of 10,Hypertension and cardiovascular risk reduction,Blood Pressure Regulator
Insulin Advance 174,Insulin Aspart,200 mg,Gel,Ipca Laboratories Ltd,11.5,Tube of 15 gm,Rapid-acting insulin for diabetes mellitus,Antidiabetic
B-complex XR 175,B-complex,1000 IU,Tablet,Mankind Pharma Ltd,68.5,Strip of 10,Vitamin B deficiency and weakness,Supplement
Azithromycin Plus 176,Azithromycin,20 mg/5 ml,Gel,Alembic Pharmaceuticals Ltd,17.5,Tube of 30 gm,Bacterial infections including respiratory and skin infections,Antibiotic
Metformin DS 177,Metformin,150 mg,Capsule,Micro Labs Ltd,17.0,Strip of 20,Type 2 diabetes mellitus,Antidiabetic
B-complex Advance 178,B-complex,150 mg,Inhaler,Sanofi India Ltd,85.0,Inhaler of 200 doses,Vitamin B deficiency and weakness,Supplement
Glimipiride Plus 179,Glimipiride,100 mg/5 ml,Inhaler,Lupin Ltd,109.0,Inhaler of 100 doses,Type 2 diabetes mellitus,Antidiabetic
Calcium 500 180,Calcium Carbonate,5 mg,Gel,Alembic Pharmaceuticals Ltd,22.5,Tube of 30 gm,Calcium deficiency and bone disorders,Supplement
Vitamin 500 181,Vitamin D3,150 mg,Capsule,Alembic Pharmaceuticals Ltd,35.0,Strip of 20,Vitamin D deficiency and bone health,Supplement
Diclofenac Plus 182,Diclofenac,500 mg,Gel,Dr. Reddy's Laboratories Ltd,34.0,Tube of 10 gm,Pain and inflammation in arthritis and musculoskeletal conditions,Painkiller
Lorazepam 183,Lorazepam,50 mg,Ointment,Jubilant Pharmova Ltd,28.0,Tube of 20 gm,Anxiety and insomnia,Anxiolytic
Tramadol 250 184,Tramadol,100 mg/5 ml,Capsule,Pfizer Ltd,41.0,Strip of 10,Moderate to severe pain,Painkiller
Atenolol Plus 185,Atenolol,75 mg,Inhaler,Pfizer Ltd,88.5,Inhaler of 100 doses,High blood pressure and chest pain,Blood Pressure Regulator
Diclofenac 500 186,Diclofenac,5 mg,Gel,Lupin Ltd,22.5,Tube of 20 gm,Pain and inflammation in arthritis and musculoskeletal conditions,Painkiller
Omeprazole SR 187,Omeprazole,5 mg,Injection,Alembic Pharmaceuticals Ltd,78.5,Vial of 1 ml,"Acidity, peptic ulcer and GERD",Acidity Regulator
Formoterol Max 188,Formoterol,100 mg,Injection,Glenmark Pharmaceuticals Ltd,97.5,Vial of 5 ml,Asthma and COPD,Respiratory
Doxycycline DS 189,Doxycycline,100 mg,Ointment,Glenmark Pharmaceuticals Ltd,27.5,Tube of 30 gm,Various bacterial infections including acne and respiratory infections,Antibiotic
Metformin SR 190,Metformin,100 mg,Syrup,Dr. Reddy's Laboratories Ltd,30.5,Bottle of 200 ml,Type 2 diabetes mellitus,Antidiabetic
Insulin Max 191,Insulin Glargine,20 mg,Ointment,Pfizer Ltd,21.0,Tube of 10 gm,Long-acting insulin for diabetes mellitus,Antidiabetic
Azithromycin 192,Azithromycin,20 mg,Syrup,Micro Labs Ltd,32.0,Bottle of 150 ml,Bacterial infections including respiratory and skin infections,Antibiotic
Iron XR 193,Iron Fumarate,400 IU,Cream,Micro Labs Ltd,16.0,Tube of 15 gm,Iron deficiency anemia,Supplement
Alprazolam 250 194,Alprazolam,650 mg,Drops,Pfizer Ltd,53.5,Bottle of 15 ml,Anxiety and panic disorders,Anxiolytic
Sertraline Max 195,Sertraline,400 IU,Inhaler,Ipca Laboratories Ltd,32.5,Inhaler of 200 doses,Depression and anxiety disorders,Antidepressant
Formoterol Max 196,Formoterol,100 mg,Tablet,Alkem Laboratories Ltd,43.5,Strip of 15,Asthma and COPD,Respiratory
Alprazolam Plus 197,Alprazolam,75 mg,Injection,Abbott India Ltd,45.5,Vial of 10 ml,Anxiety and panic disorders,Anxiolytic
Levocetirizine Forte 198,Levocetirizine,20 mg/5 ml,Syrup,Jubilant Pharmova Ltd,27.5,Bottle of 150 ml,Allergic rhinitis and urticaria,Antiallergic
Metformin 199,Metformin,250 mg,Cream,Alembic Pharmaceuticals Ltd,34.0,Tube of 10 gm,Type 2 diabetes mellitus,Antidiabetic
Aspirin 250 200,Aspirin,100 mg/5 ml,Inhaler,Biocon Ltd,98.0,Inhaler of 200 doses,Pain relief and prevention of heart attack and stroke,Painkiller / Blood Thinner
Atenolol 500 201,Atenolol,20 mg/5 ml,Capsule,Sun Pharmaceutical Industries Ltd,13.5,Strip of 30,High blood pressure and chest pain,Blood Pressure Regulator
Fluoxetine Plus 202,Fluoxetine,500 mg,Ointment,Alembic Pharmaceuticals Ltd,41.0,Tube of 30 gm,"Depression, OCD and bulimia nervosa",Antidepressant
Thyroxine 500 203,Thyroxine,20 mg/5 ml,Capsule,Mankind Pharma Ltd,14.5,Strip of 15,Hypothyroidism,Hormone Regulator
Metformin SR 204,Metformin,650 mg,Drops,Ipca Laboratories Ltd,59.5,Bottle of 10 ml,Type 2 diabetes mellitus,Antidiabetic
Ofloxacin DS 205,Ofloxacin,5 mg,Syrup,Lupin Ltd,21.5,Bottle of 100 ml,Bacterial infections of urinary and respiratory tract,Antibiotic
Formoterol XR 206,Formoterol,500 mg,Syrup,Glenmark Pharmaceuticals Ltd,80.0,Bottle of 200 ml,Asthma and COPD,Respiratory
Sertraline DS 207,Sertraline,150 mg,Inhaler,Abbott India Ltd,78.0,Inhaler of 200 doses,Depression and anxiety disorders,Antidepressant
Iron 208,Iron Fumarate,40 mg,Injection,Biocon Ltd,47.5,Vial of 1 ml,Iron deficiency anemia,Supplement
Clopidogrel 209,Clopidogrel,250 mg/5 ml,Gel,Cipla Ltd,31.0,Tube of 20 gm,Prevention of blood clots and stroke,Blood Thinner
Metformin XR 210,Metformin,1000 IU,Capsule,Sanofi India Ltd,65.0,Strip of 10,Type 2 diabetes mellitus,Antidiabetic
Iron Advance 211,Iron Fumarate,10 mg,Inhaler,Abbott India Ltd,54.0,Inhaler of 100 doses,Iron deficiency anemia,Supplement
Azithromycin Plus 212,Azithromycin,650 mg,Gel,Abbott India Ltd,52.5,Tube of 15 gm,Bacterial infections including respiratory and skin infections,Antibiotic
Cefixime SR 213,Cefixime,250 mg/5 ml,Oral Suspension,Cadila Pharmaceuticals Ltd,56.0,Bottle of 100 ml,Bacterial infections including urinary tract and respiratory infections,Antibiotic
Levofloxacin 250 214,Levofloxacin,75 mg,Ointment,Sanofi India Ltd,32.5,Tube of 10 gm,Bacterial infections including pneumonia and sinusitis,Antibiotic
Hydroxychloroquine Plus 215,Hydroxychloroquine,500 mg,Ointment,Abbott India Ltd,55.0,Tube of 30 gm,Rheumatoid arthritis and malaria,Anti-inflammatory / Antimalarial
Atenolol Plus 216,Atenolol,50 mg,Injection,Abbott India Ltd,88.5,Vial of 2 ml,High blood pressure and chest pain,Blood Pressure Regulator
Ofloxacin Advance 217,Ofloxacin,20 mg/5 ml,Injection,Torrent Pharmaceuticals Ltd,65.5,Vial of 1 ml,Bacterial infections of urinary and respiratory tract,Antibiotic
Clopidogrel DS 218,Clopidogrel,20 mg/5 ml,Drops,Abbott India Ltd,32.0,Bottle of 15 ml,Prevention of blood clots and stroke,Blood Thinner
Sertraline SR 219,Sertraline,500 mg,Drops,Alembic Pharmaceuticals Ltd,72.0,Bottle of 10 ml,Depression and anxiety disorders,Antidepressant
Clopidogrel XR 220,Clopidogrel,10 mg,Syrup,Abbott India Ltd,20.0,Bottle of 100 ml,Prevention of blood clots and stroke,Blood Thinner
Diclofenac SR 221,Diclofenac,75 mg,Capsule,Lupin Ltd,38.0,Strip of 10,Pain and inflammation in arthritis and musculoskeletal conditions,Painkiller
Tramadol 250 222,Tramadol,50 mg,Ointment,Micro Labs Ltd,18.5,Tube of 15 gm,Moderate to severe pain,Painkiller
Fluoxetine 223,Fluoxetine,20 mg,Inhaler,Cadila Pharmaceuticals Ltd,50.5,Inhaler of 100 doses,"Depression, OCD and bulimia nervosa",Antidepressant
Iron Forte 224,Iron Fumarate,75 mg,Inhaler,Cadila Pharmaceuticals Ltd,85.0,Inhaler of 120 doses,Iron deficiency anemia,Supplement
Insulin XR 225,Insulin Aspart,200 mg,Oral Suspension,Biocon Ltd,26.5,Bottle of 150 ml,Rapid-acting insulin for diabetes mellitus,Antidiabetic
Ciprofloxacin DS 226,Ciprofloxacin,1000 IU,Drops,Alembic Pharmaceuticals Ltd,106.5,Bottle of 15 ml,Urinary tract and gastrointestinal infections,Antibiotic
Rabeprazole 500 227,Rabeprazole,250 mg,Injection,Wockhardt Ltd,115.5,Vial of 1 ml,Acidity and reflux disease,Acidity Regulator
Olanzapine Plus 228,Olanzapine,650 mg,Drops,Mankind Pharma Ltd,102.0,Bottle of 10 ml,Schizophrenia and bipolar disorder,Antipsychotic
Iron Plus 229,Iron Fumarate,50 mg,Drops,Alembic Pharmaceuticals Ltd,58.0,Bottle of 5 ml,Iron deficiency anemia,Supplement
Iron 230,Iron Fumarate,100 mg,Ointment,Alembic Pharmaceuticals Ltd,24.0,Tube of 20 gm,Iron deficiency anemia,Supplement
Losartan Forte 231,Losartan,500 mg,Cream,Pfizer Ltd,31.5,Tube of 10 gm,High blood pressure and heart failure,Blood Pressure Regulator
Olanzapine 232,Olanzapine,50 mg,Ointment,Torrent Pharmaceuticals Ltd,21.5,Tube of 30 gm,Schizophrenia and bipolar disorder,Antipsychotic
Fluoxetine Advance 233,Fluoxetine,400 IU,Syrup,Cadila Pharmaceuticals Ltd,15.0,Bottle of 60 ml,"Depression, OCD and bulimia nervosa",Antidepressant
Amoxicillin SR 234,Amoxicillin,10 mg,Injection,Torrent Pharmaceuticals Ltd,77.0,Vial of 10 ml,"Bacterial infections of respiratory tract, ear, nose and throat",Antibiotic
Omeprazole Plus 235,Omeprazole,5 mg,Injection,Mankind Pharma Ltd,32.5,Vial of 10 ml,"Acidity, peptic ulcer and GERD",Acidity Regulator
Hydroxychloroquine Plus 236,Hydroxychloroquine,250 mg/5 ml,Inhaler,Dr. Reddy's Laboratories Ltd,143.5,Inhaler of 200 doses,Rheumatoid arthritis and malaria,Anti-inflammatory / Antimalarial
Formoterol Advance 237,Formoterol,100 mg,Drops,Ipca Laboratories Ltd,31.5,Bottle of 5 ml,Asthma and COPD,Respiratory
Atenolol 500 238,Atenolol,100 mg,Cream,Micro Labs Ltd,20.5,Tube of 30 gm,High blood pressure and chest pain,Blood Pressure Regulator
Levocetirizine Plus 239,Levocetirizine,1000 IU,Capsule,Pfizer Ltd,87.0,Strip of 10,Allergic rhinitis and urticaria,Antiallergic
Ciprofloxacin 500 240,Ciprofloxacin,250 mg,Gel,Sanofi India Ltd,27.5,Tube of 10 gm,Urinary tract and gastrointestinal infections,Antibiotic
Ofloxacin Plus 241,Ofloxacin,200 mg,Capsule,Zydus Lifesciences Ltd,25.5,Strip of 20,Bacterial infections of urinary and respiratory tract,Antibiotic
Rabeprazole 500 242,Rabeprazole,200 mg,Tablet,Jubilant Pharmova Ltd,26.5,Strip of 15,Acidity and reflux disease,Acidity Regulator
Sertraline DS 243,Sertraline,400 IU,Gel,Glenmark Pharmaceuticals Ltd,11.0,Tube of 30 gm,Depression and anxiety disorders,Antidepressant
Cefixime Forte 244,Cefixime,10 mg,Injection,Cipla Ltd,74.5,Vial of 5 ml,Bacterial infections including urinary tract and respiratory infections,Antibiotic
Clopidogrel XR 245,Clopidogrel,20 mg/5 ml,Drops,Jubilant Pharmova Ltd,21.5,Bottle of 15 ml,Prevention of blood clots and stroke,Blood Thinner
Cetirizine 500 246,Cetirizine,200 mg,Injection,Cipla Ltd,43.5,Vial of 5 ml,Allergic conditions and sneezing,Antiallergic
Calcium 500 247,Calcium Carbonate,250 mg/5 ml,Cream,Sanofi India Ltd,49.0,Tube of 30 gm,Calcium deficiency and bone disorders,Supplement
Fluoxetine Max 248,Fluoxetine,200 mg,Gel,Ipca Laboratories Ltd,22.0,Tube of 30 gm,"Depression, OCD and bulimia nervosa",Antidepressant
Atorvastatin Max 249,Atorvastatin,20 mg,Cream,Jubilant Pharmova Ltd,15.0,Tube of 10 gm,High cholesterol and prevention of cardiovascular disease,Cholesterol Regulator
Aspirin Advance 250,Aspirin,75 mg,Injection,Cadila Pharmaceuticals Ltd,99.0,Vial of 2 ml,Pain relief and prevention of heart attack and stroke,Painkiller / Blood Thinner
Fluoxetine 251,Fluoxetine,200 mg,Gel,Cadila Pharmaceuticals Ltd,21.0,Tube of 20 gm,"Depression, OCD and bulimia nervosa",Antidepressant
B-complex Plus 252,B-complex,40 mg,Cream,Cipla Ltd,20.0,Tube of 30 gm,Vitamin B deficiency and weakness,Supplement
Levofloxacin DS 253,Levofloxacin,20 mg,Drops,Sun Pharmaceutical Industries Ltd,36.0,Bottle of 15 ml,Bacterial infections including pneumonia and sinusitis,Antibiotic
Iron Forte 254,Iron Fumarate,50 mg,Tablet,Dr. Reddy's Laboratories Ltd,38.5,Strip of 20,Iron deficiency anemia,Supplement
Levofloxacin DS 255,Levofloxacin,250 mg,Cream,Micro Labs Ltd,40.5,Tube of 20 gm,Bacterial infections including pneumonia and sinusitis,Antibiotic
Levofloxacin DS 256,Levofloxacin,500 mg,Gel,Biocon Ltd,54.0,Tube of 30 gm,Bacterial infections including pneumonia and sinusitis,Antibiotic
Aspirin 257,Aspirin,5 mg,Injection,Lupin Ltd,67.0,Vial of 10 ml,Pain relief and prevention of heart attack and stroke,Painkiller / Blood Thinner
Thyroxine Max 258,Thyroxine,650 mg,Cream,Intas Pharmaceuticals Ltd,61.5,Tube of 15 gm,Hypothyroidism,Hormone Regulator
B-complex Plus 259,B-complex,400 IU,Injection,Alkem Laboratories Ltd,37.0,Vial of 1 ml,Vitamin B deficiency and weakness,Supplement
Iron 500 260,Iron Fumarate,250 mg/5 ml,Syrup,Dr. Reddy's Laboratories Ltd,63.5,Bottle of 60 ml,Iron deficiency anemia,Supplement
Clotrimazole DS 261,Clotrimazole,75 mg,Drops,Mankind Pharma Ltd,49.0,Bottle of 15 ml,Fungal skin infections,Antifungal
Hydroxychloroquine Forte 262,Hydroxychloroquine,200 mg,Syrup,Ipca Laboratories Ltd,18.0,Bottle of 100 ml,Rheumatoid arthritis and malaria,Anti-inflammatory / Antimalarial
Rabeprazole 500 263,Rabeprazole,400 IU,Oral Suspension,Sun Pharmaceutical Industries Ltd,29.0,Bottle of 150 ml,Acidity and reflux disease,Acidity Regulator
Insulin Plus 264,Insulin Glargine,50 mg,Drops,Micro Labs Ltd,25.0,Bottle of 10 ml,Long-acting insulin for diabetes mellitus,Antidiabetic
Olanzapine 250 265,Olanzapine,1000 IU,Gel,Alembic Pharmaceuticals Ltd,67.0,Tube of 10 gm,Schizophrenia and bipolar disorder,Antipsychotic
Rabeprazole XR 266,Rabeprazole,500 mg,Ointment,Cadila Pharmaceuticals Ltd,60.5,Tube of 20 gm,Acidity and reflux disease,Acidity Regulator
Rabeprazole 250 267,Rabeprazole,20 mg,Drops,Torrent Pharmaceuticals Ltd,27.5,Bottle of 5 ml,Acidity and reflux disease,Acidity Regulator
Omeprazole DS 268,Omeprazole,50 mg,Drops,Mankind Pharma Ltd,28.5,Bottle of 15 ml,"Acidity, peptic ulcer and GERD",Acidity Regulator
Amlodipine Plus 269,Amlodipine,1000 IU,Ointment,Mankind Pharma Ltd,41.5,Tube of 20 gm,High blood pressure and angina,Blood Pressure Regulator
Rabeprazole DS 270,Rabeprazole,500 mg,Injection,Ipca Laboratories Ltd,179.0,Vial of 2 ml,Acidity and reflux disease,Acidity Regulator
Ibuprofen 271,Ibuprofen,150 mg,Inhaler,Biocon Ltd,107.0,Inhaler of 60 doses,"Pain, inflammation and fever",Painkiller
Atorvastatin Advance 272,Atorvastatin,40 mg,Tablet,Alkem Laboratories Ltd,18.5,Strip of 10,High cholesterol and prevention of cardiovascular disease,Cholesterol Regulator
Gliclazide XR 273,Gliclazide,75 mg,Drops,Mankind Pharma Ltd,31.5,Bottle of 15 ml,Type 2 diabetes mellitus,Antidiabetic
Folic 274,Folic Acid,250 mg/5 ml,Injection,Dr. Reddy's Laboratories Ltd,76.0,Vial of 10 ml,Folic acid deficiency and pregnancy support,Supplement
Insulin Advance 275,Insulin Aspart,10 mg,Gel,Abbott India Ltd,12.0,Tube of 20 gm,Rapid-acting insulin for diabetes mellitus,Antidiabetic
Risperidone 500 276,Risperidone,20 mg/5 ml,Ointment,Torrent Pharmaceuticals Ltd,17.5,Tube of 10 gm,Schizophrenia and behavioral disorders,Antipsychotic
Aspirin Max 277,Aspirin,250 mg/5 ml,Oral Suspension,Lupin Ltd,52.5,Bottle of 100 ml,Pain relief and prevention of heart attack and stroke,Painkiller / Blood Thinner
Pantoprazole Advance 278,Pantoprazole,75 mg,Tablet,Sanofi India Ltd,27.5,Strip of 15,"Acidity, heartburn and gastroesophageal reflux disease (GERD)",Acidity Regulator
Aspirin DS 279,Aspirin,150 mg,Inhaler,Alkem Laboratories Ltd,82.5,Inhaler of 200 doses,Pain relief and prevention of heart attack and stroke,Painkiller / Blood Thinner
Gliclazide Plus 280,Gliclazide,400 IU,Injection,Sun Pharmaceutical Industries Ltd,77.5,Vial of 10 ml,Type 2 diabetes mellitus,Antidiabetic
Losartan 281,Losartan,200 mg,Oral Suspension,Cipla Ltd,22.0,Bottle of 200 ml,High blood pressure and heart failure,Blood Pressure Regulator
Atenolol 250 282,Atenolol,100 mg,Drops,Lupin Ltd,27.5,Bottle of 10 ml,High blood pressure and chest pain,Blood Pressure Regulator
Risperidone 283,Risperidone,20 mg/5 ml,Ointment,Pfizer Ltd,16.0,Tube of 15 gm,Schizophrenia and behavioral disorders,Antipsychotic
Levofloxacin 250 284,Levofloxacin,75 mg,Drops,Dr. Reddy's Laboratories Ltd,41.5,Bottle of 15 ml,Bacterial infections including pneumonia and sinusitis,Antibiotic
Metoprolol Plus 285,Metoprolol,650 mg,Inhaler,Torrent Pharmaceuticals Ltd,149.0,Inhaler of 120 doses,"Hypertension, angina and heart failure",Blood Pressure Regulator
Clotrimazole Advance 286,Clotrimazole,50 mg,Ointment,Alkem Laboratories Ltd,26.5,Tube of 10 gm,Fungal skin infections,Antifungal
Cefixime XR 287,Cefixime,50 mg,Tablet,Abbott India Ltd,30.5,Strip of 15,Bacterial infections including urinary tract and respiratory infections,Antibiotic
Formoterol Advance 288,Formoterol,50 mg,Drops,Abbott India Ltd,34.5,Bottle of 10 ml,Asthma and COPD,Respiratory
B-complex SR 289,B-complex,150 mg,Injection,Ipca Laboratories Ltd,85.0,Vial of 5 ml,Vitamin B deficiency and weakness,Supplement
Insulin Plus 290,Insulin Aspart,200 mg,Tablet,Abbott India Ltd,29.5,Strip of 20,Rapid-acting insulin for diabetes mellitus,Antidiabetic
Risperidone Advance 291,Risperidone,400 IU,Tablet,Intas Pharmaceuticals Ltd,21.5,Strip of 10,Schizophrenia and behavioral disorders,Antipsychotic
Budesonide Advance 292,Budesonide,20 mg,Gel,Ipca Laboratories Ltd,21.5,Tube of 30 gm,Asthma and inflammatory bowel disease,Respiratory
Diclofenac Plus 293,Diclofenac,250 mg,Oral Suspension,Biocon Ltd,39.5,Bottle of 200 ml,Pain and inflammation in arthritis and musculoskeletal conditions,Painkiller
Aspirin Forte 294,Aspirin,50 mg,Cream,Alembic Pharmaceuticals Ltd,24.0,Tube of 30 gm,Pain relief and prevention of heart attack and stroke,Painkiller / Blood Thinner
Lorazepam Forte 295,Lorazepam,50 mg,Tablet,Ipca Laboratories Ltd,32.0,Strip of 30,Anxiety and insomnia,Anxiolytic
Thyroxine XR 296,Thyroxine,150 mg,Cream,Glenmark Pharmaceuticals Ltd,35.5,Tube of 20 gm,Hypothyroidism,Hormone Regulator
Fluconazole XR 297,Fluconazole,40 mg,Ointment,Micro Labs Ltd,13.0,Tube of 15 gm,Fungal infections,Antifungal
Metoprolol Max 298,Metoprolol,75 mg,Drops,Zydus Lifesciences Ltd,51.5,Bottle of 15 ml,"Hypertension, angina and heart failure",Blood Pressure Regulator
Montelukast 500 299,Montelukast,150 mg,Gel,Wockhardt Ltd,27.5,Tube of 20 gm,Asthma and allergic rhinitis,Respiratory
Atenolol 500 300,Atenolol,20 mg/5 ml,Capsule,Sanofi India Ltd,29.0,Strip of 15,High blood pressure and chest pain,Blood Pressure Regulator
Atenolol 500 301,Atenolol,75 mg,Tablet,Dr. Reddy's Laboratories Ltd,42.5,Strip of 20,High blood pressure and chest pain,Blood Pressure Regulator
Lorazepam SR 302,Lorazepam,10 mg,Gel,Alkem Laboratories Ltd,14.0,Tube of 20 gm,Anxiety and insomnia,Anxiolytic
Rabeprazole 303,Rabeprazole,5 mg,Capsule,Zydus Lifesciences Ltd,23.5,Strip of 15,Acidity and reflux disease,Acidity Regulator
Hydroxychloroquine 250 304,Hydroxychloroquine,250 mg,Oral Suspension,Lupin Ltd,46.5,Bottle of 200 ml,Rheumatoid arthritis and malaria,Anti-inflammatory / Antimalarial
Pantoprazole DS 305,Pantoprazole,100 mg,Syrup,Jubilant Pharmova Ltd,38.0,Bottle of 200 ml,"Acidity, heartburn and gastroesophageal reflux disease (GERD)",Acidity Regulator
Insulin Max 306,Insulin Aspart,75 mg,Oral Suspension,Abbott India Ltd,46.5,Bottle of 60 ml,Rapid-acting insulin for diabetes mellitus,Antidiabetic
Nimesulide 307,Nimesulide,5 mg,Inhaler,Jubilant Pharmova Ltd,75.5,Inhaler of 100 doses,Pain and inflammation,General Use
Vitamin XR 308,Vitamin D3,250 mg,Syrup,Sanofi India Ltd,39.5,Bottle of 150 ml,Vitamin D deficiency and bone health,Supplement
Cefixime Advance 309,Cefixime,75 mg,Tablet,Biocon Ltd,18.0,Strip of 20,Bacterial infections including urinary tract and respiratory infections,Antibiotic
Atenolol DS 310,Atenolol,1000 IU,Gel,Wockhardt Ltd,68.5,Tube of 30 gm,High blood pressure and chest pain,Blood Pressure Regulator
Metoprolol DS 311,Metoprolol,650 mg,Oral Suspension,Abbott India Ltd,100.0,Bottle of 150 ml,"Hypertension, angina and heart failure",Blood Pressure Regulator
Olanzapine Max 312,Olanzapine,100 mg,Syrup,Abbott India Ltd,44.0,Bottle of 100 ml,Schizophrenia and bipolar disorder,Antipsychotic
Levocetirizine SR 313,Levocetirizine,20 mg/5 ml,Inhaler,Alembic Pharmaceuticals Ltd,46.5,Inhaler of 200 doses,Allergic rhinitis and urticaria,Antiallergic
Tramadol XR 314,Tramadol,20 mg,Capsule,Torrent Pharmaceuticals Ltd,16.5,Strip of 15,Moderate to severe pain,Painkiller
Paracetamol XR 315,Paracetamol,20 mg/5 ml,Injection,Zydus Lifesciences Ltd,67.5,Vial of 5 ml,Fever and mild to moderate pain relief,Painkiller
Clopidogrel 500 316,Clopidogrel,100 mg,Inhaler,Intas Pharmaceuticals Ltd,97.0,Inhaler of 60 doses,Prevention of blood clots and stroke,Blood Thinner
Tramadol DS 317,Tramadol,250 mg/5 ml,Capsule,Mankind Pharma Ltd,36.0,Strip of 20,Moderate to severe pain,Painkiller
Fluoxetine Advance 318,Fluoxetine,75 mg,Capsule,Pfizer Ltd,21.5,Strip of 15,"Depression, OCD and bulimia nervosa",Antidepressant
Insulin 500 319,Insulin Aspart,250 mg/5 ml,Syrup,Micro Labs Ltd,51.0,Bottle of 200 ml,Rapid-acting insulin for diabetes mellitus,Antidiabetic
Alprazolam Advance 320,Alprazolam,10 mg,Drops,Zydus Lifesciences Ltd,37.0,Bottle of 5 ml,Anxiety and panic disorders,Anxiolytic
